ClassLabels,Datapoint,0,1
0,0,26.570198758537643,-7.089132335581609
0,0,21.76204508573317,-6.886215445358813
0,0,25.03351047563447,-6.445359336282069
0,0,26.210102923958257,-4.5170117243378005
0,0,38.05039167445479,-4.088382271530513
0,0,28.173561614495494,-5.142128170420635
0,0,22.571102014740443,-6.311776142301037
0,0,17.03646583595108,-7.31773536296976
0,0,13.915594873591896,-9.166977768304669
0,0,14.047708321932271,-8.148220889333773
0,0,17.95401026624824,-6.0235536646232
0,0,12.508884923560958,-6.514918657024892
0,0,37.34794793800326,-5.116302055449095
0,0,14.07629596373338,-8.919759695058886
0,0,22.01553788312851,-5.25689826492112
0,0,14.702618008469232,-8.678056887986472
0,0,17.54274280709249,-6.863741214887177
0,0,20.440143642902783,-7.0435183017608
0,0,20.085253666010402,-8.290874910306929
0,0,20.124662240054896,-7.830507514886182
0,0,18.007402505462522,-6.97468966332134
0,0,27.304589503494938,-5.358472116370667
0,0,18.3424888292555,-7.32322688838851
0,0,15.696788154266759,-7.969126916810395
0,0,22.964136703435365,-6.495385184224431
0,0,21.195384682463345,-5.8672046006576455
0,0,38.157583914434284,-4.439811097480602
0,0,35.58446129952034,-5.027554737689076
0,0,19.23538916890508,-7.166021418375361
0,0,14.071368647364901,-7.714186671858567
0,1,27.835515647749034,3.4974467191302185
0,1,19.46088175080627,-1.0030252830713675
0,1,24.018395173308416,-1.1239737346482743
0,1,21.406051188927812,-4.669822425078462
0,1,22.576216629449004,-0.3074907086531614
0,1,23.554558282456835,-1.0439954229588106
0,1,22.777701913487242,1.622615310315137
0,1,24.81966637969481,-0.08078807345420333
0,1,22.995271567897394,0.30725142057670923
0,1,23.860015607888762,-0.1673009859551525
0,1,22.353341923699066,-0.6939669511680031
0,1,24.614971355485096,2.172706272836258
0,1,22.98406198930821,0.37711930428644314
0,1,26.1569793990445,2.231389439079597
0,1,21.6513605969193,0.22832829175179428
0,1,22.39732810586752,-0.1876734687431715
0,1,21.180354582978698,-0.1517820182769057
0,1,20.023565879486004,-2.1231453483745595
