ClassLabels,Datapoint,0,1
0,0,14.658385822680371,15.056457903551234
0,0,16.67718925472317,16.76190900209884
0,0,17.610527309720474,17.595258841841996
0,0,27.80155524815681,24.53298184891719
0,0,20.437689727894767,19.263607368146534
0,0,8.967012810896154,11.753784876677269
0,0,6.913355220800364,8.90944180665328
0,0,25.021173900104344,22.640929835068253
0,0,26.364157407217643,23.06713957142953
0,0,8.051570619718701,11.02231506782402
0,0,25.163493872450527,22.519860359045396
0,0,14.988564565174476,15.41109615849378
0,0,19.72998537814974,18.67844190456103
0,0,28.661158319725537,24.766804307438157
0,0,25.205089590040085,22.522494020459
0,0,16.557704188175755,16.07141081949738
0,0,15.139235902297084,15.637230081794437
0,0,19.241194623432616,18.59466226488955
0,0,21.168550748985325,19.47814183531542
0,0,18.632937511080215,17.84395832381007
0,0,12.305880238815586,12.536662323444475
0,0,21.49825444372952,18.963181460544092
0,0,22.426933159036544,20.55765186273943
0,0,19.071465540551255,18.570122988056905
0,0,17.84206014722397,16.142390382329072
0,0,26.20293945476452,23.68230982358477
0,0,9.43940701849832,11.617824958109388
0,0,28.910436859327145,25.788667188582526
0,0,32.79781418077035,27.642631096896572
0,0,19.79520595288756,18.738559451123507
0,1,20.29218819622557,19.670937713254865
0,1,13.159058847993442,14.845574876022306
0,1,20.96486102896977,20.189230953420065
0,1,16.302006166770653,17.024201921389633
0,1,19.061260434683742,19.00108478053081
0,1,17.084289729362386,17.37139965281775
0,1,15.891364412949596,16.765247450208282
0,1,16.260118837727944,16.7245805581124
0,1,19.00543935732794,18.9492850938062
0,1,13.571912505867944,15.267996040236858
0,1,15.981336816297025,16.959545013536356
0,1,13.239355979568645,15.292366377087188
0,1,15.028799821972848,16.09725463364602
0,1,15.084371327328903,15.897188418900546
0,1,16.278099846814246,16.963777295571315
0,1,16.43126902608405,17.229905865151594
0,1,16.331050310126535,16.827788175072747
0,1,17.569041476653812,17.775151456539373
0,1,16.38861190345567,17.180678776415107
0,1,19.354621769322627,19.2452085883904
0,1,12.20916859755097,14.254779950254164
0,1,14.126523608362751,15.338528795373641
0,1,17.9709076851691,18.35272454127246
0,1,21.985983725979374,20.8059580497949
0,1,19.08490296867141,19.135881647607015
0,1,12.72282712142168,14.540635742457297
0,1,16.137339584973915,16.499359360620907
0,1,13.586256098520604,15.290851833169484
0,1,12.287932390498693,13.942936596180122
0,1,15.242722343483296,16.286246587578425
0,2,22.742918669280233,20.564085641376575
0,2,19.39209460877308,18.66196410933067
0,2,19.370406003260406,18.013632612648514
0,2,18.980388449335887,17.904107894419525
0,2,20.492103593722096,18.648733399626913
0,2,19.270345572053966,18.25754523860524
0,2,17.402685822810263,16.507581114450026
0,2,17.496896427082486,16.965443634398273
0,2,18.293433085500144,16.986749470771205
0,2,20.58959694464103,19.0666624920381
0,2,18.37538711596519,17.569073638412494
0,2,18.51065434227986,17.74301750175759
0,2,18.210193675436827,17.451383774007343
0,2,19.980276399118686,18.985887597030306
0,2,18.962270810964057,18.781054781713614
0,2,19.639078253736006,18.52557895777185
0,2,19.570160160599432,18.9726444054464
0,2,18.285954502168728,17.727800846389993
0,2,21.3061132328778,19.050269580319963
0,2,18.992996217759543,18.314096415962013
0,2,18.13642788701163,16.44048754484088
0,2,20.06926340945158,18.000810127022515
0,2,20.666147255363235,19.170026303638174
0,2,18.45438242226117,17.295984228638254
0,2,20.401255948286,18.91585650044919
0,2,17.42185678530546,17.89699805632849
0,2,21.36804130587872,19.693299675906665
0,2,19.71418311778637,19.091230214787505
0,2,18.600334138375004,18.398984759481042
0,2,20.672626335211664,19.287447594556223
0,3,22.650937273388738,23.640505566920623
0,3,21.24623287831874,22.67815912897306
0,3,9.881376635141066,15.683486698638987
0,3,25.24808712277271,25.531752281495617
0,3,12.120263432528223,16.86320258070542
0,3,16.904728006427742,20.40141341269947
0,3,14.996038092403357,19.152167175386662
0,3,21.401145061287494,22.983701716704587
0,3,28.78054820719906,28.06697594433094
0,3,19.701559939611318,21.934849339847997
0,3,21.18222915200368,22.625613516419627
0,3,10.032943901032647,15.470124849288025
0,3,25.336954403891536,25.593818875389577
0,3,20.992560599184245,23.168406161556973
0,3,31.798524337218524,30.262475241713606
0,3,23.270741811069424,24.36540512203718
0,3,15.334131297477388,19.42166441632612
0,3,23.554315675890514,24.583172230564024
0,3,11.15615542841481,16.852846616472892
0,3,16.15253263234562,19.706654100897097
0,3,15.638250591187148,19.4982771396879
0,3,23.062786695840042,23.94780594091768
0,3,17.73225817855231,20.883202055896728
0,3,14.604905263142733,18.511836872645485
0,3,13.655193834466568,17.92187807446139
0,3,14.209845032681322,18.601706662254013
0,3,23.18553387341865,24.047711493208514
0,3,20.90228558741437,22.765909783363824
0,3,15.912208758700789,19.30810508375677
0,3,27.33783272113006,27.120698099558027
0,4,11.959049590058376,15.737137387490538
0,4,19.36699524301205,20.480180491625532
0,4,16.705934807391426,18.61295763782712
0,4,18.29102221650614,19.74887309857092
0,4,20.61593116606531,21.2764790488967
0,4,18.94079079337485,20.267859749977482
0,4,20.94578949274758,21.610494920430426
0,4,20.43629122383461,21.125431003886384
0,4,20.50205799086154,21.90225992182869
0,4,13.885040241930135,17.001164850296604
0,4,15.265059814612334,17.6988325773643
0,4,17.358790468789255,19.201116229739302
0,4,16.25182357103075,18.495359701539815
0,4,13.41820056005114,16.030088021469467
0,4,19.112112447290095,20.451365813718468
0,4,18.608389269538772,19.982393862602844
0,4,13.298633889273486,16.427425763164806
0,4,12.482402701570097,15.837045058939285
0,4,16.971887670940127,18.732153951108376
0,4,23.286123072501763,23.12092243063676
0,4,17.424178262451065,19.148927919115696
0,4,21.3841274794198,21.991858822934876
0,4,17.37247570101249,19.16769309568133
0,4,19.685793525446627,20.988500693088668
0,4,13.332027016990942,16.46761316669772
0,4,17.891142229517786,19.557045660346386
0,4,12.53015994389838,16.302825159409338
0,4,17.573688166343,19.23808228864838
